user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,op_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len,is_blitz
AlbaKnight,47.0,50.0,3.0,100.0,1105.0,1100-1119,Alfred-Di-Fettuccino,-1,56.0,34.0,9.0,100.0,1500.0,117.74,465.0,2034.0,1600.0,1549.0,500.0,1.0,0.0,0.0,0.0,33.333,65.152,1.515,66.0,27.119,72.881,0.0,59.0,A00,nonStandard,D05,C23,0.395,0.237,0.211,0.337,0.349,0.186,270.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,C20,,C20,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0
Worasumrit19,44.0,50.0,6.0,100.0,1487.0,1480-1499,Mak0b,-1,48.0,47.0,5.0,100.0,1506.0,46.98,175.0,1642.0,1590.0,1583.0,45.61,3549.0,1834.0,1762.0,1751.0,41.27,49.206,9.524,63.0,40.323,54.839,4.839,62.0,B01,B10,A85,D06,0.255,0.569,0.176,0.308,0.508,0.077,369.0,43.75,48.438,7.812,64.0,49.18,49.18,1.639,61.0,B10,D30,D31,B22,0.224,0.552,0.207,0.459,0.393,0.098,317.0,1
manish4984,53.0,44.0,3.0,100.0,1631.0,1620-1639,drjimenez1,-1,48.0,47.0,5.0,100.0,1586.0,45.13,5247.0,1871.0,1770.0,1755.0,45.0,3283.0,1849.0,1832.0,1829.0,49.206,50.794,0.0,63.0,46.774,46.774,6.452000000000001,62.0,C42,C41,C50,B10,0.3829999999999999,0.3829999999999999,0.2,0.115,0.361,0.525,240.0,54.098,42.623,3.279,61.0,43.75,50.0,6.25,64.0,A02,B01,D02,A02,0.164,0.475,0.311,0.259,0.448,0.241,265.0,1
Marcelo_Lopes,41.0,55.0,4.0,100.0,1572.0,1560-1579,MMMEFL,-1,53.0,45.0,2.0,100.0,1634.0,45.0,12325.0,1778.0,1771.0,1771.0,47.14,135.0,1690.0,1669.0,1657.0,46.667,48.333,5.0,60.0,43.077,55.385,1.538,65.0,B27,A20,E94,A17,0.357,0.4639999999999999,0.161,0.138,0.477,0.369,365.0,57.143,39.683,3.175,63.0,53.226,45.161,1.613,62.0,C25,C50,A03,A21,0.159,0.652,0.188,0.302,0.623,0.038,324.0,1
GIRISHAGNELOMUKHERJE,45.0,44.0,11.0,100.0,1397.0,1380-1399,edu171,-1,47.0,45.0,8.0,100.0,1516.0,45.05,9659.0,1554.0,1551.0,1537.0,45.06,4300.0,1657.0,1640.0,1635.0,51.562,39.062,9.375,64.0,54.098,39.344,6.557,61.0,A00,C00,A40,A00,0.061,0.561,0.348,1.0,0.0,0.0,394.0,46.774,40.323,12.903,62.0,44.444,47.619,7.937,63.0,B01,C20,D35,D00,0.246,0.439,0.281,0.164,0.564,0.255,366.0,1
rerierar,45.0,55.0,0.0,100.0,1053.0,1040-1059,donateloss,-1,49.0,46.0,5.0,100.0,1038.0,45.98,672.0,1349.0,1321.0,1316.0,48.07,249.0,1284.0,1203.0,1168.0,46.667,53.333,0.0,60.0,46.154,49.231,4.615,65.0,A00,C20,B01,C50,0.431,0.259,0.276,0.391,0.0,0.578,285.0,55.385,40.0,4.615,65.0,41.667,56.667,1.667,60.0,D02,D00,C02,A00,0.508,0.164,0.311,0.417,0.167,0.417,334.0,1
Demkiv,59.0,38.0,3.0,100.0,1481.0,1480-1499,Gmdezel,-1,39.0,59.0,2.0,100.0,1560.0,45.78,784.0,1563.0,1561.0,1559.0,51.0,358.0,1748.0,1708.0,1705.0,50.0,41.935,8.065,62.0,58.73,38.095,3.175,63.0,C50,C54,B13,D20,0.206,0.632,0.162,0.26,0.58,0.16,542.0,52.381,44.444,3.175,63.0,35.484,61.29,3.226,62.0,B10,A40,D38,D31,0.291,0.455,0.255,0.333,0.485,0.061,336.0,0
ElvinPh,55.0,44.0,0.0,81.0,1246.0,1240-1259,abddj,-1,33.0,63.0,4.0,100.0,1221.0,116.91,2224.0,1463.0,1392.0,1392.0,45.79,5777.0,1986.0,1961.0,1960.0,46.154,52.308,1.538,65.0,55.0,45.0,0.0,60.0,D00,C42,C25,C31,0.397,0.397,0.143,0.213,0.098,0.59,369.0,36.508,63.492,0.0,63.0,35.484,58.065,6.452,62.0,C50,C25,C54,B01,0.4,0.4,0.111,0.132,0.671,0.145,329.0,0
Ayoub_goatedzaimi,100.0,0.0,0.0,3.0,1500.0,1480-1499,Very_Old_Chess_Lady,1,,,,,1253.0,,,,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,B00,,B00,,0.0,1.0,0.0,0.0,0.0,0.0,148.0,29.231,67.692,3.077,65.0,25.0,75.0,0.0,60.0,B01,D00,A13,A41,0.118,0.735,0.088,0.202,0.674,0.09,239.0,0
maknyus1984yyy,32.0,67.0,0.0,84.0,1642.0,1640-1659,noradesmedt,1,43.0,55.0,2.0,100.0,1837.0,,,,,,,,,,,33.333,61.404,5.263,57.0,30.882,69.118,0.0,68.0,C00,C41,C87,A06,0.275,0.5,0.2,0.122,0.7070000000000001,0.171,385.0,46.154,49.231,4.615,65.0,43.333,53.333,3.333,60.0,B01,A10,D35,D53,0.304,0.429,0.268,0.656,0.219,0.125,439.0,0
petros1418,48.0,47.0,5.0,100.0,1870.0,1860-1879,B-Max211,0,54.0,40.0,6.0,100.0,1911.0,49.05,730.0,2013.0,2013.0,1994.0,46.4,10145.0,2308.0,2288.0,2280.0,49.254,44.776,5.97,67.0,46.552,48.276,5.172000000000001,58.0,B01,D02,C60,A36,0.1669999999999999,0.7,0.133,0.2239999999999999,0.741,0.017,354.0,53.968,39.683,6.349,63.0,53.226,41.935,4.839,62.0,D00,B10,D03,A51,0.179,0.612,0.179,0.157,0.824,0.02,363.0,1
suigeneris52,41.0,49.0,10.0,100.0,1049.0,1040-1059,yasinamiri,-1,41.0,56.0,2.0,100.0,952.0,45.16,1447.0,1265.0,1235.0,1227.0,47.77,66.0,1109.0,1091.0,1073.0,46.032,46.032,7.937,63.0,43.548,48.387,8.065,62.0,C20,B01,C50,B02,0.3389999999999999,0.321,0.286,0.6609999999999999,0.051,0.288,265.0,34.286,62.857,2.857,35.0,48.387,51.613,0.0,31.0,C20,C40,B01,A40,0.407,0.185,0.407,0.289,0.0,0.684,292.0,1
FreiburgerSc,47.0,45.0,8.0,100.0,1646.0,1640-1659,solaneitor,-1,49.0,46.0,5.0,100.0,1605.0,45.05,20799.0,1930.0,1908.0,1899.0,45.07,6673.0,1905.0,1898.0,1892.0,58.333,40.0,1.6669999999999998,60.0,53.846,44.615,1.538,65.0,B06,C23,C55,B00,0.171,0.643,0.171,0.151,0.642,0.1889999999999999,330.0,47.541,47.541,4.918,61.0,48.438,45.312,6.25,64.0,C54,C20,C15,A22,0.167,0.683,0.133,0.328,0.638,0.0,303.0,1
KaS2020,39.0,57.0,3.0,100.0,1520.0,1500-1519,L_M_A_2017,1,29.0,70.0,0.0,51.0,1703.0,70.0,264.0,2010.0,1961.0,1921.0,47.92,385.0,2145.0,2118.0,2022.0,50.0,46.667,3.333,60.0,36.923,60.0,3.077,65.0,B00,C45,C68,C24,0.352,0.241,0.315,0.4029999999999999,0.104,0.433,269.0,35.938,62.5,1.562,64.0,39.344,57.377,3.279,61.0,nonStandard,A00,B27,B00,0.362,0.383,0.149,0.48,0.387,0.12,200.0,1
g_rood,47.0,53.0,0.0,100.0,1371.0,1360-1379,satia1397,-1,45.0,51.0,4.0,100.0,1433.0,62.55,355.0,1596.0,1561.0,1560.0,97.17,5435.0,1867.0,1731.0,1676.0,66.667,31.667,1.6669999999999998,60.0,56.923,43.077,0.0,65.0,D00,A40,C62,A00,0.286,0.532,0.1689999999999999,0.128,0.7020000000000001,0.149,388.0,38.095,57.143,4.762,63.0,46.774,50.0,3.226,62.0,B00,C20,A10,C02,0.17,0.66,0.132,0.418,0.567,0.0,396.0,1
Desire10,44.0,50.0,6.0,100.0,1674.0,1660-1679,Fi9xxxi,-1,53.0,44.0,3.0,100.0,1652.0,51.42,553.0,2126.0,2121.0,1841.0,45.29,4092.0,2103.0,2100.0,2087.0,46.774,48.387,4.839,62.0,36.508,55.556,7.937,63.0,C50,B20,C30,C57,0.212,0.596,0.192,0.1689999999999999,0.769,0.0,511.0,59.677,35.484,4.839,62.0,44.444,50.794,4.762,63.0,B27,B20,A01,E41,0.292,0.477,0.185,0.241,0.722,0.019,530.0,1
Atget,14.0,85.0,0.0,21.0,1371.0,1360-1379,Samuel63cz,-1,,,,,1632.0,93.1,1376.0,2107.0,2028.0,1936.0,62.74,444.0,1710.0,1696.0,1695.0,47.619,49.206,3.175,63.0,35.484,62.903,1.6130000000000002,62.0,B00,C25,C10,B15,0.288,0.385,0.308,0.7,0.243,0.0289999999999999,276.0,78.689,11.475,9.836,61.0,53.125,40.625,6.25,64.0,C50,C47,A22,C25,0.512,0.39,0.098,0.152,0.667,0.152,321.0,0
pusigardd,46.0,53.0,1.0,100.0,1203.0,1200-1219,LelushViBritanian,1,,,,,1231.0,46.57,1881.0,1452.0,1445.0,1440.0,46.75,1769.0,1353.0,1347.0,1342.0,52.308,47.692,0.0,65.0,40.0,58.333,1.6669999999999998,60.0,D00,B40,A04,D00,0.379,0.362,0.207,0.091,0.758,0.03,162.0,51.613,46.774,1.613,62.0,53.968,44.444,1.587,63.0,C00,C02,B27,A04,0.318,0.439,0.197,0.158,0.772,0.053,268.0,1
DerKoppy,55.0,40.0,5.0,100.0,2470.0,2460-2479,gimmeyourhorsey,-1,43.0,55.0,2.0,100.0,2353.0,45.0,8898.0,2698.0,2689.0,2688.0,45.12,2541.0,2623.0,2615.0,2605.0,42.623000000000005,47.541,9.836,61.0,46.875,42.188,10.938,64.0,A40,C01,C53,B30,0.089,0.625,0.2319999999999999,0.054,0.911,0.036,255.0,45.312,46.875,7.812,64.0,42.623,55.738,1.639,61.0,B23,C56,B72,E32,0.055,0.636,0.309,0.109,0.797,0.094,288.0,1
torkani,50.0,45.0,5.0,100.0,1793.0,1780-1799,Meirambek1169,-1,49.0,48.0,3.0,100.0,1851.0,45.03,40392.0,2178.0,2156.0,2156.0,45.41,43746.0,2051.0,2009.0,2000.0,58.73,41.27,0.0,63.0,38.71,58.065,3.2260000000000004,62.0,C00,B20,C28,A11,0.1639999999999999,0.492,0.3279999999999999,0.3229999999999999,0.3389999999999999,0.3389999999999999,266.0,52.381,44.444,3.175,63.0,46.774,48.387,4.839,62.0,D00,A45,A04,D02,0.258,0.548,0.194,0.362,0.466,0.138,252.0,1
borisbakaev1967,50.0,42.0,8.0,100.0,1420.0,1400-1419,m-xt,-1,33.0,50.0,16.0,6.0,1287.0,45.04,13891.0,1689.0,1683.0,1658.0,102.08,13.0,1414.0,1378.0,1370.0,43.077,55.385,1.538,65.0,40.0,58.333,1.6669999999999998,60.0,C23,B20,A01,D20,0.288,0.519,0.154,0.211,0.7609999999999999,0.0279999999999999,280.0,33.333,55.556,11.111,9.0,25.0,75.0,0.0,4.0,C44,C00,B29,C64,0.25,0.75,0.0,0.0,1.0,0.0,265.0,1
TUGOOB,43.0,56.0,0.0,48.0,1571.0,1560-1579,EvgeniyH94,1,,,,,1500.0,62.44,742.0,2232.0,1951.0,1947.0,500.0,0.0,0.0,0.0,0.0,45.161,48.387,6.452000000000001,62.0,30.159,65.079,4.762,63.0,C00,D00,B01,C31,0.149,0.532,0.255,0.1689999999999999,0.563,0.239,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
walbig,50.0,50.0,0.0,36.0,2041.0,2040-2059,roberts1000,-1,0.0,66.0,33.0,9.0,2195.0,62.89,7768.0,2363.0,2358.0,2355.0,49.47,1792.0,2414.0,2385.0,2367.0,53.731,37.313,8.955,67.0,36.207,58.621,5.172000000000001,58.0,B23,B10,B01,C31,0.175,0.544,0.263,0.102,0.508,0.356,271.0,62.295,27.869,9.836,61.0,37.5,51.562,10.938,64.0,B76,B22,A68,E70,0.194,0.645,0.161,0.04,0.46,0.22,386.0,0
Almetti77,25.0,62.0,12.0,24.0,1135.0,1120-1139,hmiyoun00,1,,,,,1230.0,93.16,673.0,1291.0,1281.0,1278.0,81.8,332.0,1313.0,1299.0,1278.0,44.444,49.206,6.349,63.0,40.323,53.226000000000006,6.452000000000001,62.0,B20,B50,A02,A43,0.283,0.415,0.302,0.281,0.516,0.188,254.0,65.152,34.848,0.0,66.0,52.542,47.458,0.0,59.0,C50,C54,C47,C46,0.459,0.432,0.108,0.137,0.745,0.118,420.0,0
Jp64chile,44.0,55.0,1.0,100.0,1471.0,1460-1479,Pra18,-1,56.0,36.0,7.0,100.0,1474.0,45.65,1179.0,1836.0,1752.0,1740.0,45.64,2872.0,1575.0,1563.0,1520.0,40.984,52.459,6.557,61.0,34.375,65.625,0.0,64.0,A00,B00,A30,C47,0.2339999999999999,0.4679999999999999,0.298,0.162,0.6759999999999999,0.122,325.0,59.677,33.871,6.452,62.0,46.032,44.444,9.524,63.0,D00,D01,D31,C47,0.167,0.576,0.212,0.245,0.633,0.082,205.0,1
ChristianMoeller,56.0,37.0,6.0,100.0,1527.0,1520-1539,MrKoK007,0,49.0,50.0,1.0,100.0,1367.0,47.71,534.0,1623.0,1602.0,1599.0,45.22,9955.0,1749.0,1731.0,1647.0,55.932,38.983,5.085,59.0,45.455,46.97,7.576,66.0,B30,D20,C00,D11,0.254,0.54,0.206,0.315,0.63,0.0559999999999999,580.0,46.032,52.381,1.587,63.0,48.387,51.613,0.0,62.0,C50,A40,B06,C62,0.237,0.542,0.153,0.092,0.677,0.2,456.0,1
musahmet,20.0,80.0,0.0,5.0,854.0,840-859,Beronikk,1,50.0,50.0,0.0,96.0,1476.0,241.41,5.0,0.0,0.0,0.0,64.58,53.0,1526.0,1520.0,1512.0,25.0,75.0,0.0,4.0,0.0,100.0,0.0,1.0,C00,C47,C47,C00,0.0,0.0,0.0,0.0,0.0,0.75,341.0,55.556,37.037,7.407,27.0,39.286,60.714,0.0,28.0,B01,A40,B50,C00,0.269,0.308,0.385,0.296,0.074,0.481,248.0,0
rdevera66,59.0,39.0,2.0,100.0,1903.0,1900-1919,Cherckesow,-1,54.0,44.0,2.0,100.0,1957.0,49.45,19322.0,2386.0,2326.0,2318.0,49.14,1298.0,2470.0,2452.0,2284.0,46.774,51.613,1.6130000000000002,62.0,53.968,42.857,3.175,63.0,B40,D10,D35,A43,0.302,0.476,0.19,0.186,0.068,0.746,291.0,50.0,46.875,3.125,64.0,55.738,42.623,1.639,61.0,C00,C02,D94,D97,0.227,0.485,0.288,0.25,0.482,0.268,267.0,1
Fcasasc,55.0,44.0,1.0,100.0,1713.0,1700-1719,Bitlis-13,1,51.0,48.0,1.0,100.0,1758.0,63.81,1853.0,2051.0,1994.0,1993.0,45.02,52988.0,2176.0,2173.0,2160.0,57.143,41.27,1.587,63.0,51.613,46.774,1.6130000000000002,62.0,C44,B50,B07,A51,0.397,0.471,0.118,0.036,0.727,0.055,213.0,46.774,53.226,0.0,62.0,47.619,50.794,1.587,63.0,A00,B06,B00,A41,0.22,0.322,0.458,0.292,0.031,0.662,300.0,1
Julianto366,40.0,57.0,2.0,100.0,1537.0,1520-1539,hectorbellerin2121,-1,54.0,42.0,4.0,100.0,1514.0,45.73,7540.0,1786.0,1769.0,1763.0,45.44,10472.0,1801.0,1754.0,1727.0,40.625,54.688,4.688,64.0,44.262,55.738,0.0,61.0,C00,C50,C55,C44,0.283,0.472,0.17,0.203,0.58,0.072,328.0,53.226,41.935,4.839,62.0,49.206,47.619,3.175,63.0,B00,D06,C13,C34,0.25,0.578,0.125,0.196,0.625,0.125,343.0,1
mbagwat37,45.0,53.0,2.0,100.0,1329.0,1320-1339,Aishwarya2124,0,40.0,53.0,6.0,45.0,1291.0,45.19,2997.0,1510.0,1489.0,1487.0,79.77,26.0,1358.0,1333.0,1332.0,46.774,51.613,1.6130000000000002,62.0,55.556,42.857,1.587,63.0,B00,C25,A04,D07,0.312,0.484,0.203,0.373,0.271,0.271,208.0,44.444,44.444,11.111,9.0,47.059,52.941,0.0,17.0,B00,A06,A40,C42,0.417,0.167,0.417,0.462,0.538,0.0,197.0,1
AntonioGallagher,35.0,63.0,2.0,100.0,1593.0,1580-1599,Nahato_kim,1,49.0,48.0,3.0,100.0,1747.0,56.03,2853.0,2151.0,2110.0,2046.0,57.78,882.0,1953.0,1873.0,1841.0,46.552,53.448,0.0,58.0,25.373,71.642,2.985,67.0,C23,B00,B23,C11,0.2269999999999999,0.136,0.568,0.456,0.063,0.4679999999999999,272.0,52.381,44.444,3.175,63.0,48.387,48.387,3.226,62.0,B01,C54,B41,B33,0.349,0.54,0.063,0.172,0.534,0.293,374.0,1
pabbl0,41.0,55.0,2.0,43.0,1187.0,1180-1199,denis_sdm,1,38.0,62.0,0.0,100.0,1195.0,47.82,73.0,1350.0,1305.0,1300.0,45.1,11901.0,1607.0,1528.0,1527.0,57.143,40.0,2.857,35.0,39.474,57.895,2.632,38.0,B10,B01,B32,A45,0.4,0.286,0.314,0.6940000000000001,0.083,0.222,241.0,34.921,65.079,0.0,63.0,38.71,61.29,0.0,62.0,B01,C21,A06,C50,0.522,0.283,0.152,0.177,0.43,0.392,224.0,1
K12ks,53.0,42.0,5.0,100.0,1108.0,1100-1119,Jesus_Hernandez_Ran,-1,56.0,40.0,4.0,100.0,1158.0,45.0,638.0,1572.0,1319.0,1288.0,45.15,859.0,1515.0,1270.0,1218.0,50.0,45.161,4.839,62.0,49.206,46.032,4.762,63.0,C50,D00,B56,A01,0.3229999999999999,0.532,0.145,0.228,0.632,0.105,473.0,53.968,38.095,7.937,63.0,48.387,46.774,4.839,62.0,C47,B50,C00,C65,0.375,0.531,0.062,0.547,0.415,0.0,408.0,1
ChessBoard_sue,42.0,57.0,0.0,7.0,988.0,980-999,salm2001,-1,54.0,41.0,5.0,100.0,1098.0,61.59,37.0,1167.0,1090.0,1067.0,45.11,153.0,1335.0,1182.0,1140.0,27.273000000000003,72.727,0.0,22.0,60.87,39.13,0.0,23.0,A40,C46,C34,B06,0.55,0.15,0.1,0.4,0.44,0.12,402.0,52.459,37.705,9.836,61.0,46.875,48.438,4.688,64.0,B10,B12,C54,D01,0.258,0.468,0.242,0.315,0.63,0.0,473.0,1
m_kaizer,54.0,39.0,7.0,100.0,1924.0,1920-1939,rafapov,0,50.0,44.0,6.0,100.0,1842.0,45.0,15486.0,2513.0,2491.0,2457.0,45.01,26757.0,2419.0,2401.0,2353.0,54.839,38.71,6.452000000000001,62.0,46.032,47.619,6.349,63.0,C41,B01,C50,C22,0.19,0.492,0.302,0.259,0.593,0.148,254.0,49.206,42.857,7.937,63.0,43.548,45.161,11.29,62.0,B01,A40,C37,A21,0.207,0.431,0.362,0.618,0.236,0.127,276.0,1
yumolisashi,51.0,37.0,12.0,100.0,1789.0,1780-1799,juanm51,-1,51.0,44.0,5.0,100.0,1862.0,45.36,1586.0,1983.0,1976.0,1975.0,45.13,14745.0,2097.0,2086.0,2084.0,48.387,43.548,8.065,62.0,33.333,60.317,6.349,63.0,A00,B06,A01,A00,0.078,0.725,0.1369999999999999,0.154,0.631,0.046,493.0,53.968,44.444,1.587,63.0,45.161,51.613,3.226,62.0,B06,B21,C34,B01,0.145,0.613,0.194,0.067,0.75,0.183,597.0,1
Yvanne,52.0,48.0,0.0,100.0,1196.0,1180-1199,MajeEnder,-1,47.0,53.0,0.0,100.0,1236.0,114.22,752.0,1864.0,1835.0,1830.0,45.26,768.0,1355.0,1317.0,1311.0,55.172,41.379,3.448,58.0,49.254,47.761,2.985,67.0,B01,C44,C47,D06,0.3229999999999999,0.369,0.2769999999999999,0.321,0.589,0.089,260.0,56.667,43.333,0.0,60.0,43.077,55.385,1.538,65.0,B01,D00,D31,D20,0.371,0.468,0.161,0.177,0.661,0.161,319.0,1
GoldRules,57.0,38.0,4.0,100.0,2165.0,2160-2179,NeverendingTilt,1,55.0,38.0,7.0,100.0,2307.0,57.29,13543.0,2515.0,2350.0,2325.0,45.77,5119.0,2506.0,2486.0,2474.0,65.079,28.571,6.349,63.0,48.387,43.548,8.065,62.0,A40,B06,C89,B18,0.211,0.493,0.296,0.067,0.511,0.422,299.0,53.968,41.27,4.762,63.0,51.613,45.161,3.226,62.0,D10,D35,A78,D08,0.136,0.561,0.273,0.074,0.63,0.296,282.0,1
Kostya_95,46.0,51.0,3.0,100.0,1541.0,1540-1559,muratsopaci,1,48.0,49.0,3.0,100.0,1469.0,45.39,533.0,1975.0,1958.0,1910.0,45.02,18010.0,1917.0,1874.0,1851.0,41.27,55.556,3.175,63.0,41.935,51.613,6.452000000000001,62.0,C41,B20,B07,C20,0.154,0.5,0.346,0.7909999999999999,0.06,0.134,409.0,40.984,55.738,3.279,61.0,51.562,43.75,4.688,64.0,C20,C41,D30,D00,0.121,0.603,0.259,0.468,0.532,0.0,337.0,1
abosami93,53.0,41.0,6.0,100.0,1358.0,1340-1359,zizo-zz,-1,53.0,39.0,8.0,100.0,1538.0,50.65,341.0,1913.0,1679.0,1539.0,45.0,919.0,1664.0,1655.0,1653.0,46.875,46.875,6.25,64.0,49.18,47.541,3.279,61.0,A01,B06,B00,C00,0.283,0.517,0.1669999999999999,0.254,0.644,0.085,210.0,56.923,33.846,9.231,65.0,33.333,58.333,8.333,60.0,C50,C00,A45,C02,0.228,0.526,0.211,0.333,0.596,0.07,220.0,1
MAhmed2014,48.0,51.0,1.0,100.0,2006.0,2000-2019,andycom90,-1,47.0,43.0,10.0,100.0,2145.0,45.34,1206.0,2242.0,2240.0,2228.0,45.14,7657.0,2413.0,2390.0,2352.0,46.774,50.0,3.2260000000000004,62.0,47.619,49.206,3.175,63.0,B20,B15,C40,D38,0.373,0.525,0.102,0.081,0.21,0.6940000000000001,288.0,51.613,41.935,6.452,62.0,57.143,36.508,6.349,63.0,B02,D08,C44,B31,0.176,0.515,0.309,0.408,0.347,0.245,276.0,1
Yassvi16,42.0,47.0,10.0,57.0,2007.0,2000-2019,Titito21,-1,41.0,55.0,4.0,100.0,1801.0,45.78,269.0,2123.0,2083.0,2074.0,45.13,1772.0,2291.0,2103.0,1937.0,59.677,38.71,1.6130000000000002,62.0,34.921,58.73,6.349,63.0,B00,B22,A07,C11,0.153,0.492,0.356,0.18,0.721,0.098,314.0,35.938,59.375,4.688,64.0,50.82,44.262,4.918,61.0,C44,B32,C36,A22,0.315,0.519,0.148,0.154,0.692,0.123,266.0,1
TheBishopR,100.0,0.0,0.0,3.0,1544.0,1540-1559,jaydipdas07,1,55.0,44.0,0.0,54.0,1580.0,125.1,996.0,1616.0,1518.0,1506.0,45.46,7277.0,2169.0,1957.0,1931.0,48.333,45.0,6.667000000000001,60.0,52.308,44.615,3.077,65.0,B50,C20,D34,B23,0.222,0.444,0.302,0.429,0.357,0.161,373.0,62.5,34.375,3.125,64.0,45.902,52.459,1.639,61.0,A40,B01,C50,C23,0.338,0.426,0.191,0.185,0.463,0.278,299.0,0
I0OZ,43.0,53.0,4.0,100.0,1539.0,1520-1539,chiponra,0,53.0,44.0,3.0,100.0,1604.0,45.02,2461.0,1785.0,1784.0,1757.0,45.06,12845.0,2010.0,1941.0,1920.0,47.619,50.794,1.587,63.0,43.548,54.839,1.6130000000000002,62.0,C46,C41,C27,C48,0.439,0.386,0.123,0.015,0.182,0.773,267.0,41.935,56.452,1.613,62.0,52.381,42.857,4.762,63.0,B01,A40,A03,C00,0.322,0.339,0.305,0.048,0.484,0.468,254.0,1
baalth,54.0,45.0,1.0,100.0,1823.0,1820-1839,Nad65,-1,43.0,53.0,4.0,100.0,1796.0,46.36,695.0,2350.0,2310.0,2260.0,45.13,350.0,2026.0,2009.0,1994.0,57.576,42.424,0.0,66.0,59.322,38.983,1.695,59.0,B01,C24,D02,A25,0.384,0.479,0.1369999999999999,0.098,0.471,0.373,316.0,50.0,45.312,4.688,64.0,32.787,62.295,4.918,61.0,C00,B12,C06,B33,0.154,0.712,0.135,0.134,0.418,0.448,379.0,1
MangoPeel1,42.0,56.0,2.0,100.0,1268.0,1260-1279,Oktavian45,1,,,,,1040.0,48.22,500.0,1612.0,1591.0,1509.0,68.32,4683.0,2227.0,2039.0,2011.0,56.25,42.188,1.5619999999999998,64.0,44.262,54.098,1.639,61.0,B01,A40,A22,A41,0.3329999999999999,0.492,0.127,0.2,0.633,0.1669999999999999,343.0,34.286,61.429,4.286,70.0,21.818,72.727,5.455,55.0,C50,B20,A01,C58,0.306,0.333,0.222,0.181,0.41,0.386,340.0,0
cta94,57.0,42.0,0.0,21.0,1431.0,1420-1439,Enigme520,-1,52.0,45.0,3.0,100.0,1292.0,75.5,205.0,1498.0,1491.0,1409.0,45.04,4610.0,1431.0,1423.0,1416.0,55.224,43.284,1.493,67.0,51.724,39.655,8.621,58.0,B01,C41,C61,B20,0.2689999999999999,0.3879999999999999,0.284,0.442,0.327,0.0,265.0,51.562,43.75,4.688,64.0,45.902,49.18,4.918,61.0,D00,B00,D01,B01,0.115,0.672,0.18,0.172,0.724,0.069,341.0,0
ChadAashu0,47.0,51.0,2.0,100.0,1673.0,1660-1679,Dariusica2022,1,49.0,47.0,4.0,100.0,1618.0,45.8,1878.0,2175.0,2086.0,2040.0,45.87,439.0,2239.0,2144.0,2087.0,56.25,43.75,0.0,64.0,49.18,47.541,3.279,61.0,A40,A00,C41,D30,0.455,0.273,0.242,0.228,0.526,0.07,228.0,47.619,50.794,1.587,63.0,53.226,40.323,6.452,62.0,A04,nonStandard,E61,E90,0.302,0.476,0.19,0.544,0.211,0.246,254.0,0
RajjSinghh,53.0,44.0,3.0,100.0,1949.0,1940-1959,Steely57,1,52.0,42.0,4.0,63.0,2009.0,46.46,1514.0,2150.0,2121.0,2111.0,45.0,4061.0,2306.0,2295.0,2291.0,56.25,40.625,3.125,64.0,40.984,54.098,4.918,61.0,B12,B01,B96,C51,0.23,0.59,0.18,0.136,0.8640000000000001,0.0,344.0,51.562,45.312,3.125,64.0,44.262,52.459,3.279,61.0,A57,B43,B42,C45,0.133,0.667,0.183,0.049,0.361,0.59,404.0,1
birkern,28.0,66.0,6.0,100.0,2085.0,2080-2099,MathiasTHEbest,-1,50.0,46.0,3.0,90.0,2484.0,60.43,5065.0,2621.0,2583.0,2568.0,45.53,2450.0,2647.0,2587.0,2564.0,25.0,70.58800000000001,4.412,68.0,38.596,59.649,1.754,57.0,A00,B13,B90,B32,0.436,0.436,0.103,0.244,0.585,0.171,279.0,64.615,27.692,7.692,65.0,66.667,26.667,6.667,60.0,B50,D06,C47,B22,0.22,0.488,0.293,0.324,0.529,0.147,328.0,1
